,topic,page_num,post_num,text,join_date,post_date,num_likes,pred_label,true_label
7578,NEW Black diamond Z4 ,5,0,haven’t found a good spot for the #5 c4 yet though.,Dec 2013,Feb 27 2020,0,2,
7579,NEW Black diamond Z4 ,5,0,:/ how tall are your kitchen cabinets off the floor?,Dec 2013,Feb 27 2020,0,1,
7580,NEW Black diamond Z4 ,5,1,ha~ i’ll gave to try that,Feb 2017,Feb 27 2020,0,1,
7581,NEW Black diamond Z4 ,5,1,i think it might be too shallow through..,Feb 2017,Feb 27 2020,0,1,
7582,NEW Black diamond Z4 ,5,2,vegetable drawer in the fridge?,Aug 2018,Feb 27 2020,1,1,
7583,NEW Black diamond Z4 ,5,3,how tall are your kitchen cabinets off the floor? definitely a #6 placement.,Sep 2017,Feb 27 2020,0,1,
7584,NEW Black diamond Z4 ,5,4,i’m open to other suggestions,Feb 2017,Feb 27 2020,0,1,
7585,NEW Black diamond Z4 ,5,4,i will try to find a place for my #5 today,Feb 2017,Feb 27 2020,0,1,
7586,NEW Black diamond Z4 ,5,4,i don’t quite understand the veggie drawer.,Feb 2017,Feb 27 2020,0,1,
7587,NEW Black diamond Z4 ,5,4,but i’ll try it..,Feb 2017,Feb 27 2020,0,1,
7588,NEW Black diamond Z4 ,5,5,ok i’m back with my trip report,Feb 2017,Feb 27 2020,20,1,
7589,NEW Black diamond Z4 ,5,5,cabinets: good spacing but too shallow,Feb 2017,Feb 27 2020,20,1,
7590,NEW Black diamond Z4 ,5,5,drawer just pulled out,Feb 2017,Feb 27 2020,20,1,
7591,NEW Black diamond Z4 ,5,5,wouldn’t even hold body weight.,Feb 2017,Feb 27 2020,20,1,
7592,NEW Black diamond Z4 ,5,6,under a couch~ under a bathroom sink cabinet~ also consider tipping back a rocking chair,Apr 2014,Feb 27 2020,0,1,
7593,NEW Black diamond Z4 ,5,8,this thread took a turn for the fantastic,Mar 2012,Feb 27 2020,10,1,
7594,NEW Black diamond Z4 ,5,8,11/10 gotez approve.,Mar 2012,Feb 27 2020,10,1,
7595,NEW Black diamond Z4 ,5,9,lol~ sorry~ i didn’t mean to hijack the thread~ i was just trying to be helpful at first,Feb 2017,Feb 27 2020,0,1,
7596,NEW Black diamond Z4 ,5,9,now i just want to find a home for my #5 to gently nest in.,Feb 2017,Feb 27 2020,0,1,
7597,NEW Black diamond Z4 ,5,10,is that energystar certified? i'd whip,Dec 2012,Feb 27 2020,4,1,
7598,NEW Black diamond Z4 ,5,11,is that energystar certified? i'd whip i think so~ but i’m not 100% sure,Feb 2017,Feb 27 2020,8,1,
7599,NEW Black diamond Z4 ,5,11,it is a crispy placement though,Feb 2017,Feb 27 2020,8,2,
7600,NEW Black diamond Z4 ,5,11,and the amount of crispy is even adjustable!,Feb 2017,Feb 27 2020,8,1,
7601,NEW Black diamond Z4 ,5,12,i think so~ but i’m not 100% sure,Mar 2012,Feb 27 2020,17,1,
7602,NEW Black diamond Z4 ,5,12,it is a crispy placement though,Mar 2012,Feb 27 2020,17,2,
7603,NEW Black diamond Z4 ,5,12,and the amount of crispy is even adjustable!  if you whip and that placement fails~ you could deck~ get paralyzed~ and spend the rest of your life as a vegetable.,Mar 2012,Feb 27 2020,17,1,
7604,NEW Black diamond Z4 ,5,13,if you whip and that placement fails~ you could deck~ get paralyzed~ and spend the rest of your life as a vegetable,Aug 2018,Feb 27 2020,1,1,
7605,NEW Black diamond Z4 ,5,13,but at least you'd have some whip to put on yourself so you can be yummy.,Aug 2018,Feb 27 2020,1,1,
7606,NEW Black diamond Z4 ,5,14,inside your toilet tank might take a large cam,Jul 2016,Feb 27 2020,0,1,
7607,NEW Black diamond Z4 ,5,14,a bigbro might bust it though? just saying,Jul 2016,Feb 27 2020,0,1,
7608,NEW Black diamond Z4 ,5,14,:  ) or behind it??,Jul 2016,Feb 27 2020,0,1,
7609,NEW Black diamond Z4 ,5,15,yeah~ a number 6 might fit up there but i don’t have one,Feb 2017,Feb 28 2020,6,1,
7610,NEW Black diamond Z4 ,5,15,putting a number two up there’s makes more sense~ but i think that’s called an upper decker...,Feb 2017,Feb 28 2020,6,1,
7611,NEW Black diamond Z4 ,5,16,is it a problem that my number 2s are yellow? i think that is typical for number 1s~ but i find my number 1s are red.  i know....,Jul 2016,Feb 28 2020,6,1,
7612,NEW Black diamond Z4 ,5,16,ygd!  : - ),Jul 2016,Feb 28 2020,6,1,
7613,NEW Black diamond Z4 ,5,17,snapped some comparisons last night on head width and length for similiar size z4's to totems as well as the z4 vs black alien,Apr 2014,Feb 29 2020,7,1,
7614,NEW Black diamond Z4 ,5,17,in general the totems will be slightly heavier than the z4,Apr 2014,Feb 29 2020,7,1,
7615,NEW Black diamond Z4 ,5,17,thos can vary between 10-15 g for similiar sizes...so a full rack of totems green down might add 2ish equivalent small cam weight( 80+g) .75 z4 vs,Apr 2014,Feb 29 2020,7,1,
7616,NEW Black diamond Z4 ,5,17,green totem - z4 is a slightly longer cam and totem has a marginally larger head width,Apr 2014,Feb 29 2020,7,1,
7617,NEW Black diamond Z4 ,5,17,z4 range is slightly more.,Apr 2014,Feb 29 2020,7,1,
7618,NEW Black diamond Z4 ,5,18,my partner and i tried out the 0.3 z4 at the swell yesterday,Mar 2012,Mar 1 2020,9,1,
7619,NEW Black diamond Z4 ,5,18,we were both impressed with how it handled and snuck into placements that spit out the c4,Mar 2012,Mar 1 2020,9,1,
7620,NEW Black diamond Z4 ,5,18,we’re both diehard metolius fans for fingers and smaller~ but were both convinced to pick up a set of z4’s to complement the ulmc’s.,Mar 2012,Mar 1 2020,9,2,
7621,NEW Black diamond Z4 ,5,19,that crack at the swell~ fritz? it's a sweet looking line and quite unlike all the sandy~ run-out slab i've done outside of gr!,Mar 2013,Mar 1 2020,1,1,
7622,NEW Black diamond Z4 ,6,0,that crack at the swell~ fritz? it's a sweet looking line and quite unlike all the sandy~ run-out slab i've done outside of gr! yep~ “blood on the tracks” at dylan wall. it took six baby blue metolii and two baby purples,Mar 2012,Mar 1 2020,1,1,
7623,NEW Black diamond Z4 ,6,0,we would’ve felt better with eight blues.,Mar 2012,Mar 1 2020,1,2,
7624,NEW Black diamond Z4 ,6,1,good writeup fritz!,Apr 2014,Mar 1 2020,1,1,
7625,NEW Black diamond Z4 ,6,2,had a chance to test out a full rack of z4's (0-.75) yesterday on a 10b and 11 a/ b trad route yesterday which each had a wide variety of placements (cracks~ horizontals~ shallow pods~ etc...),Apr 2014,Mar 9 2020,4,1,
7626,NEW Black diamond Z4 ,6,2,both my partner and myself had nothing but great things to say about them,Apr 2014,Mar 9 2020,4,2,
7627,NEW Black diamond Z4 ,6,2,got in over my head on the 11 a / b crux and ended up hanging on a z4 0 in an extremely shallow finger tips 45 degree gash,Apr 2014,Mar 9 2020,4,1,
7628,NEW Black diamond Z4 ,6,2,it held brilliantly and bit so hard that my partner had a bit of a hard time cleaning it,Apr 2014,Mar 9 2020,4,1,
7629,NEW Black diamond Z4 ,6,2,that's what i want in my small gear,Apr 2014,Mar 9 2020,4,1,
7630,NEW Black diamond Z4 ,6,2,the rest of my rack are totems and yesterday was also my first day climbing on them,Apr 2014,Mar 9 2020,4,1,
7631,NEW Black diamond Z4 ,6,2,huge fan of totems now as well,Apr 2014,Mar 9 2020,4,1,
7632,NEW Black diamond Z4 ,6,2,"in ""normal"" placements i had a hard time deciding if i wanted to place the z4's or totems as both were near perfect fits~ but in a lot of the more funky or irregular placements~ i slammed totems in there and didn't look back.",Apr 2014,Mar 9 2020,4,0,
7633,NEW Black diamond Z4 ,6,3,i was playing with a friend's .3 z4 and c4 and metolius #1 thumbloop mastercam today,May 2018,Mar 9 2020,0,1,
7634,NEW Black diamond Z4 ,6,3,i hadn't realized before that bd changed the lobe shape on the z4~ and it looks a lot more like the totem lobe~ more angular,May 2018,Mar 9 2020,0,2,
7635,NEW Black diamond Z4 ,6,3,i (stupidly) neglected to take a comparison photo~ anyone have one or want to take one for us? i'm guessing the new lobe shape is where the upgrade in holding power comes from,May 2018,Mar 9 2020,0,1,
7636,NEW Black diamond Z4 ,6,3,thoughts?,May 2018,Mar 9 2020,0,1,
7637,NEW Black diamond Z4 ,6,4,have you had the chance to climb more in the last several weeks? has this phenomenon with the (plastic) accordion cables died down or continued/worsened? i own a z4 sized 0~ but just curious when it comes time to replace my 0.3-0.75's..,Jun 2019,Mar 9 2020,0,1,
7638,NEW Black diamond Z4 ,6,4,kinda thinking i'd stick with c4's (depending on everyone's experience with durability).,Jun 2019,Mar 9 2020,0,1,
7639,NEW Black diamond Z4 ,6,5,have you had the chance to climb more in the last several weeks? has this phenomenon with the (plastic) accordion cables died down or continued/worsened? i own a z4 sized 0~ but just curious when it comes time to replace my 0.3-0.75's..,Apr 2014,Mar 9 2020,3,1,
7640,NEW Black diamond Z4 ,6,5,kinda thinking i'd stick with c4's (depending on everyone's experience with durability),Apr 2014,Mar 9 2020,3,1,
7641,NEW Black diamond Z4 ,6,5,i'm not convinced that the cable accordion does anything more than protect the shaft,Apr 2014,Mar 9 2020,3,1,
7642,NEW Black diamond Z4 ,6,5,"with that said though~ i've had no issues or thoughts that any of the sizes 0-.75 are ""wobbly"" when placing.",Apr 2014,Mar 9 2020,3,0,
7643,NEW Black diamond Z4 ,6,6,here’s some comparisons between c4~ c4 (new versions)~ z4~ an x4 offset~ and a totem.,Feb 2017,Mar 10 2020,3,1,
7644,NEW Black diamond Z4 ,6,7,i see no similarity between a totem and a z4,Oct 2016,Mar 10 2020,3,1,
7645,NEW Black diamond Z4 ,6,7,totem lobes are individually loaded by cables and have a different camming angle,Oct 2016,Mar 10 2020,3,1,
7646,NEW Black diamond Z4 ,6,7,the individual lobe loading is a patented design and what makes a totem cam unique.  the z4 in larger sizes is a double axle design with presumably the same camming angle as a c4,Oct 2016,Mar 10 2020,3,1,
7647,NEW Black diamond Z4 ,6,7,it's narrower and more flexible~ but it's a lot more c4 than totem~ and i haven't seen any promises of increased holding power.,Oct 2016,Mar 10 2020,3,2,
7648,NEW Black diamond Z4 ,6,8,you’ve never seen a wild country z1 have you,Jan 2001,Mar 10 2020,0,2,
7649,NEW Black diamond Z4 ,6,8,that’s the smallest 4cu to date~ i’ll see if i can find mine and post a picture,Jan 2001,Mar 10 2020,0,1,
7650,NEW Black diamond Z4 ,6,8,practically a toothpick,Jan 2001,Mar 10 2020,0,1,
7651,NEW Black diamond Z4 ,6,9,i see no similarity between a totem and a z4 whatsoever,Apr 2012,Mar 10 2020,2,1,
7652,NEW Black diamond Z4 ,6,9,totem lobes are individually loaded by cables and have a different camming angle,Apr 2012,Mar 10 2020,2,1,
7653,NEW Black diamond Z4 ,6,9,the z4 in larger sizes is a double axle design with presumably the same camming angle as a c4,Apr 2012,Mar 10 2020,2,1,
7654,NEW Black diamond Z4 ,6,9,it's narrower and more flexible~ but it's a lot more c4 than totem~ and i haven't seen any promises of increased holding power.  the first thing i noticed when the z4’s came out was that the lobes looked almost identical to the totem lobes,Apr 2012,Mar 10 2020,2,2,
7655,NEW Black diamond Z4 ,6,9,that’s where similarity ends,Apr 2012,Mar 10 2020,2,1,
7656,NEW Black diamond Z4 ,6,10,i'm not convinced that the cable accordion does anything more than protect the shaft,Apr 2011,Mar 10 2020,0,1,
7657,NEW Black diamond Z4 ,6,10,"with that said though~ i've had no issues or thoughts that any of the sizes 0-.75 are ""wobbly"" when placing",Apr 2011,Mar 10 2020,0,0,
7658,NEW Black diamond Z4 ,6,10,someone earlier did the beer can test to show how a trigger z4 stiffens,Apr 2011,Mar 10 2020,0,1,
7659,NEW Black diamond Z4 ,6,10,the plastic accordion elongates providing more rigidity across the cable length,Apr 2011,Mar 10 2020,0,2,
7660,NEW Black diamond Z4 ,6,10,when at rest~ the plastic only covers a small section of the cam.,Apr 2011,Mar 10 2020,0,0,
7661,NEW Black diamond Z4 ,6,11,someone earlier did the beer can test to show how a trigger z4 stiffens,Sep 2017,Mar 10 2020,3,1,
7662,NEW Black diamond Z4 ,6,11,the plastic accordion elongates providing more rigidity across the cable length,Sep 2017,Mar 10 2020,3,2,
7663,NEW Black diamond Z4 ,6,11,when at rest~ the plastic only covers a small section of the cam,Sep 2017,Mar 10 2020,3,0,
7664,NEW Black diamond Z4 ,6,11,i dont think the plastic does anything except cover and protect the stem(s),Sep 2017,Mar 10 2020,3,1,
7665,NEW Black diamond Z4 ,6,11,the twisted stem is what gives the cam its rigidity/flexibility~ not the plastic stem cover.,Sep 2017,Mar 10 2020,3,1,
7666,NEW Black diamond Z4 ,6,12,here it is,Apr 2011,Mar 10 2020,6,1,
7667,NEW Black diamond Z4 ,6,12,in the first photo~ you'll see two eyelets of the pull cable on each side of the trigger,Apr 2011,Mar 10 2020,6,1,
7668,NEW Black diamond Z4 ,6,12,when engaged~ those cables are tightened and aligned with the plastic accordion to provide rigidity,Apr 2011,Mar 10 2020,6,2,
7669,NEW Black diamond Z4 ,6,12,i'm not at home to take pictures~ but here's a close up image from weighmyrack:,Apr 2011,Mar 10 2020,6,1,
7670,NEW Black diamond Z4 ,6,13,here it is,Apr 2014,Mar 10 2020,1,1,
7671,NEW Black diamond Z4 ,6,13,in the first photo~ you'll see two eyelets of the pull cable on each side of the trigger,Apr 2014,Mar 10 2020,1,1,
7672,NEW Black diamond Z4 ,6,13,when engaged~ those cables are tightened and aligned with the plastic accordion to provide rigidity,Apr 2014,Mar 10 2020,1,2,
7673,NEW Black diamond Z4 ,6,13,i'm not at home to take pictures~ but here's a close up image from weighmyrack: yeah~ but how much weight is your finger on the trigger helping vs,Apr 2014,Mar 10 2020,1,1,
7674,NEW Black diamond Z4 ,6,13,the accordion?,Apr 2014,Mar 10 2020,1,1,
7675,NEW Black diamond Z4 ,6,14,yeah~ but how much weight is your finger on the trigger helping vs,Sep 2017,Mar 10 2020,0,1,
7676,NEW Black diamond Z4 ,6,14,the accordion?   ^^^^,Sep 2017,Mar 10 2020,0,1,
7677,NEW Black diamond Z4 ,6,15,yeah~ but how much weight is your finger on the trigger helping vs,Jan 2014,Mar 10 2020,6,1,
7678,NEW Black diamond Z4 ,6,15,the accordion?   probably quite a bit~ since that's what it's designed to do,Jan 2014,Mar 10 2020,6,1,
7679,NEW Black diamond Z4 ,6,15,it's supposed to be more stable when being placed (fingers on the trigger) and have more mobility when it's placed (fingers not on the trigger).,Jan 2014,Mar 10 2020,6,2,
7680,NEW Black diamond Z4 ,6,16,the whole system system works just like a rope,Apr 2011,Mar 10 2020,6,1,
7681,NEW Black diamond Z4 ,6,16,when the rope is unweighted~ its limp,Apr 2011,Mar 10 2020,6,1,
7682,NEW Black diamond Z4 ,6,16,when you weight it~ its taught,Apr 2011,Mar 10 2020,6,1,
7683,NEW Black diamond Z4 ,6,16,most of the rigidity is coming from trigger cables but the accordion is keeping the system aligned so that the the tension does not convert to torsion,Apr 2011,Mar 10 2020,6,2,
7684,NEW Black diamond Z4 ,6,16,pretty ingenious how they thought this one up.,Apr 2011,Mar 10 2020,6,1,
7685,NEW Black diamond Z4 ,6,17,the first thing i noticed when the z4’s came out was that the lobes looked almost identical to the totem lobes,May 2018,Mar 10 2020,0,1,
7686,NEW Black diamond Z4 ,6,17,that’s where similarity ends,May 2018,Mar 10 2020,0,1,
7687,NEW Black diamond Z4 ,6,17,this is all i was noting~ sorry if my post was unclear,May 2018,Mar 10 2020,0,1,
7688,NEW Black diamond Z4 ,6,17,the lobe shape is relatively similar~ i wonder if other companies will head in that direction as well.,May 2018,Mar 10 2020,0,1,
7689,NEW Black diamond Z4 ,6,18,the first thing i noticed when the z4’s came out was that the lobes looked almost identical to the totem lobes,Oct 2016,Mar 10 2020,0,1,
7690,NEW Black diamond Z4 ,6,18,that’s where similarity ends,Oct 2016,Mar 10 2020,0,1,
7691,NEW Black diamond Z4 ,6,18,i am holding them side by side,Oct 2016,Mar 10 2020,0,1,
7692,NEW Black diamond Z4 ,6,18,i don't see it,Oct 2016,Mar 10 2020,0,1,
7693,NEW Black diamond Z4 ,6,18,other than like all cam lobes they have a curve,Oct 2016,Mar 10 2020,0,1,
7694,NEW Black diamond Z4 ,6,18,but significantly~ bd lobes have a large cutout for the axles~ which potentially weakens the lobes structurally when tightly cammed,Oct 2016,Mar 10 2020,0,1,
7695,NEW Black diamond Z4 ,6,18,totems do not.,Oct 2016,Mar 10 2020,0,1,
7696,NEW Black diamond Z4 ,6,19,you don’t see the flat surface on top of the z4?  that’s new for bd cams but totems have always had that,Apr 2012,Mar 10 2020,4,1,
7697,NEW Black diamond Z4 ,6,19,that’s all i’m noticing as far a similaritie.,Apr 2012,Mar 10 2020,4,1,
7698,NEW Black diamond Z4 ,7,0,bd cams always had that flattering out too,Oct 2016,Mar 10 2020,0,1,
7699,NEW Black diamond Z4 ,7,0,totems have them to make room for load bearing cables,Oct 2016,Mar 10 2020,0,1,
7700,NEW Black diamond Z4 ,7,0,bd cams have them to make room for the axles,Oct 2016,Mar 10 2020,0,1,
7701,NEW Black diamond Z4 ,7,0,if you look at a little z4 that doesn’t have two axles~ the lobes are much rounder,Oct 2016,Mar 10 2020,0,0,
7702,NEW Black diamond Z4 ,7,0,like the .1,Oct 2016,Mar 10 2020,0,1,
7703,NEW Black diamond Z4 ,7,1,bd cams always had that flattering out too,Apr 2012,Mar 10 2020,2,1,
7704,NEW Black diamond Z4 ,7,1,totems have them to make room for load bearing cables,Apr 2012,Mar 10 2020,2,1,
7705,NEW Black diamond Z4 ,7,1,bd cams have them to make room for the axles,Apr 2012,Mar 10 2020,2,1,
7706,NEW Black diamond Z4 ,7,1,if you look at a little z4 that doesn’t have two axles~ the lobes are much rounder,Apr 2012,Mar 10 2020,2,0,
7707,NEW Black diamond Z4 ,7,1,like the .1 i’m not seeing the flat spot on the c4’s,Apr 2012,Mar 10 2020,2,1,
7708,NEW Black diamond Z4 ,7,1,i really don’t concern myself with cam lobe geometry~ just noticed the new flat spot in the z4 that haven’t been on c4’s,Apr 2012,Mar 10 2020,2,0,
7709,NEW Black diamond Z4 ,7,2,i’m not seeing the flat spot on the c4’s,Sep 2017,Mar 10 2020,8,1,
7710,NEW Black diamond Z4 ,7,2,i really don’t concern myself with cam lobe geometry~ just noticed the new flat spot in the z4 that haven’t been on c4’s i noticed it right away~ it is pretty similar to the totem~ not sure what the other dude is talking about,Sep 2017,Mar 10 2020,8,2,
7711,NEW Black diamond Z4 ,7,3,but significantly~ bd lobes have a large cutout for the axles~ which potentially weakens the lobes structurally when tightly cammed,Apr 2011,Mar 10 2020,5,1,
7712,NEW Black diamond Z4 ,7,3,totems do not.  yes~ totems are great~ but no need to make claims that the z4 lobes are weak,Apr 2011,Mar 10 2020,5,1,
7713,NEW Black diamond Z4 ,7,3,im sure bd engineered the lobes to withstand forces you can produce in a fall.,Apr 2011,Mar 10 2020,5,1,
7714,NEW Black diamond Z4 ,7,4,yes~ totems are great~ but no need to make claims that the z4 lobes are weak,May 2014,Mar 10 2020,1,2,
7715,NEW Black diamond Z4 ,7,4,im sure bd engineered the lobes to withstand forces you can produce in a fall.  this isn't totem vs bd~ it's single axle vs double axle,May 2014,Mar 10 2020,1,1,
7716,NEW Black diamond Z4 ,7,4,"there have been multiple reports of small double axle cams having their lobes ""dented"" during a fall and rendered unusable",May 2014,Mar 10 2020,1,0,
7717,NEW Black diamond Z4 ,7,4,this happened to me with a 0.4 x4.,May 2014,Mar 10 2020,1,1,
7718,NEW Black diamond Z4 ,7,5,this isn't totem vs bd~ it's single axle vs double axle,Apr 2012,Mar 10 2020,14,1,
7719,NEW Black diamond Z4 ,7,5,"there have been multiple reports of small double axle cams having their lobes ""dented"" during a fall and rendered unusable",Apr 2012,Mar 10 2020,14,0,
7720,NEW Black diamond Z4 ,7,5,this happened to me with a 0.4 x4,Apr 2012,Mar 10 2020,14,1,
7721,NEW Black diamond Z4 ,7,5,i’m happy to sacrifice a cam if i generate a fall large enough to dent a lobe,Apr 2012,Mar 10 2020,14,1,
7722,NEW Black diamond Z4 ,7,6,i noticed it right away~ it is pretty similar to the totem~ not sure what the other dude is talking about,Oct 2016,Mar 10 2020,0,1,
7723,NEW Black diamond Z4 ,7,6,you mean the “flat spot” on a totem is where the cables are terminated? it’s not even supposed to touch rock,Oct 2016,Mar 10 2020,0,1,
7724,NEW Black diamond Z4 ,7,6,it’s not a design feature serving the same purpose on a bd cam,Oct 2016,Mar 10 2020,0,1,
7725,NEW Black diamond Z4 ,7,6,it’s a visual similarity and only that.,Oct 2016,Mar 10 2020,0,1,
7726,NEW Black diamond Z4 ,7,7,yes~ totems are great~ but no need to make claims that the z4 lobes are weak,Oct 2016,Mar 10 2020,0,2,
7727,NEW Black diamond Z4 ,7,7,im sure bd engineered the lobes to withstand forces you can produce in a fall.  i’m not~ especially with users reporting damage to bd lobes above the axle cutouts,Oct 2016,Mar 10 2020,0,0,
7728,NEW Black diamond Z4 ,7,7,but~ i also said potential weakness,Oct 2016,Mar 10 2020,0,1,
7729,NEW Black diamond Z4 ,7,7,i did not declare them inadequate,Oct 2016,Mar 10 2020,0,1,
7730,NEW Black diamond Z4 ,7,7,point being that while it may look like they share some superficial similarity~ the construction of the lobes of these cams came about from totally different engineering challenges.,Oct 2016,Mar 10 2020,0,1,
7731,NEW Black diamond Z4 ,7,8,i’m happy to sacrifice a cam if i generate a fall large enough to dent a lobe,May 2014,Mar 10 2020,3,1,
7732,NEW Black diamond Z4 ,7,8,i'd rather not have to buy a new cam after a 5' fall.,May 2014,Mar 10 2020,3,1,
7733,NEW Black diamond Z4 ,7,9,i believe you all are referring to this thread:https://www.mountainproject.com/forum/topic/114941648/structural-failure-of-black-diamond-ultralight-camalot-size-04-resulting-in-inju#forummessage-114941648 look hard enough and you’ll find extremely rare occurrences of failure~ but its unfair to generalize all bds have issues,Apr 2011,Mar 10 2020,2,1,
7734,NEW Black diamond Z4 ,7,9,who’s to say this was a structural issue versus placement? inherent design flaw or user error? people will argue both sides - this is the internet afterall,Apr 2011,Mar 10 2020,2,1,
7735,NEW Black diamond Z4 ,7,9,there isn’t enough evidence to draw conclusions that bds are unsafe or damage easily,Apr 2011,Mar 10 2020,2,1,
7736,NEW Black diamond Z4 ,7,9,and why even bring totems into this?  “lebron is great.” “yeah~ but michael jordan was better.” lebron is still great.,Apr 2011,Mar 10 2020,2,2,
7737,NEW Black diamond Z4 ,7,10,but dude,Mar 2016,Mar 10 2020,1,1,
7738,NEW Black diamond Z4 ,7,10,jordan!,Mar 2016,Mar 10 2020,1,1,
7739,NEW Black diamond Z4 ,7,11,the point of this thread is to compare and review the z4,Sep 2017,Mar 10 2020,0,1,
7740,NEW Black diamond Z4 ,7,11,totems are it's competitor~ how would it not come up?,Sep 2017,Mar 10 2020,0,1,
7741,NEW Black diamond Z4 ,7,12,pretty sure this thread is 27 pages of non direct comparisons full of anecdotes and hearsay,Apr 2011,Mar 10 2020,7,1,
7742,NEW Black diamond Z4 ,7,12,has anyone actually tested these things in a meaningful way to draw a conclusion on which cam is better?,Apr 2011,Mar 10 2020,7,1,
7743,NEW Black diamond Z4 ,7,13,totems are better,Sep 2017,Mar 11 2020,1,2,
7744,NEW Black diamond Z4 ,7,13,no fancy tests needed.,Sep 2017,Mar 11 2020,1,1,
7745,NEW Black diamond Z4 ,7,14,won’t argue that z4s are as good as totems~ but totems don’t cover the smaller 2.5 sizes.,Jul 2018,Mar 11 2020,2,1,
7746,NEW Black diamond Z4 ,7,15,that's why totems~ ul master cams~ dragonfly's~ and zero's are all going to be mentioned,Sep 2017,Mar 11 2020,1,1,
7747,NEW Black diamond Z4 ,7,15,but if you dont want to upset anyone~ i guess we shouldn't be offering up opinions about anything these days,Sep 2017,Mar 11 2020,1,1,
7748,NEW Black diamond Z4 ,7,15,official tests only! no more conjecture from all your climbing adventures where you're not even falling far enough to explode your cams!,Sep 2017,Mar 11 2020,1,1,
7749,NEW Black diamond Z4 ,7,16,mostly this.,Sep 2005,Mar 11 2020,2,1,
7750,NEW Black diamond Z4 ,7,17,"op needs to change the title of thread to ""new black diamond z4~ not as good as totems""",Apr 2011,Mar 11 2020,1,1,
7751,NEW Black diamond Z4 ,7,17,totem lobes have ridges~ z4's don't,Apr 2011,Mar 11 2020,1,1,
7752,NEW Black diamond Z4 ,7,17,totems have a single axle~ z4's don't,Apr 2011,Mar 11 2020,1,1,
7753,NEW Black diamond Z4 ,7,17,the z4 lobes aren't the same shape as the totem lobes,Apr 2011,Mar 11 2020,1,1,
7754,NEW Black diamond Z4 ,7,17,welp~ totems are better then.,Apr 2011,Mar 11 2020,1,2,
7755,NEW Black diamond Z4 ,7,18,bringing up other cams to compare is not blasphemy.,Sep 2017,Mar 11 2020,0,1,
7756,NEW Black diamond Z4 ,7,19,if you want to do a comparison~ compare the usefulness of the features,Apr 2011,Mar 11 2020,3,1,
7757,NEW Black diamond Z4 ,7,19,how easy are they to place?  to clean?  how well do they hold in flares?  in horizontal cracks?  those are much more important to making a decision on which to buy,Apr 2011,Mar 11 2020,3,1,
7758,NEW Black diamond Z4 ,7,19,people come on here saying it's shiny so it's bad~ or there's plastic so it's cheaply made...,Apr 2011,Mar 11 2020,3,1,
7759,NEW Black diamond Z4 ,7,19,really?,Apr 2011,Mar 11 2020,3,1,
7760,NEW Black diamond Z4 ,8,1,finally placed the .75 z4 on a climb today,Feb 2017,Mar 15 2020,6,1,
7761,NEW Black diamond Z4 ,8,1,seemed really solid,Feb 2017,Mar 15 2020,6,1,
7762,NEW Black diamond Z4 ,8,1,stuck it around our campsite as well for comparison sake and took some photos,Feb 2017,Mar 15 2020,6,1,
7763,NEW Black diamond Z4 ,8,1,i still really like it,Feb 2017,Mar 15 2020,6,2,
7764,NEW Black diamond Z4 ,8,1,didn’t fall on it at all~ but it’s a lot nicer then a c4~ i prefer my brothers totems~ but he doesn’t have the .75 size and the z4 was a decent amount cheaper,Feb 2017,Mar 15 2020,6,2,
7765,NEW Black diamond Z4 ,8,1,the one plus i see is that the z4 won’t fail if it umbrellas into the back of a crack after walking,Feb 2017,Mar 15 2020,6,1,
7766,NEW Black diamond Z4 ,8,1,my buddy placed a purple totem into a crack on his first lead the other day and didn’t extend it enough and it walked back and umbrella’d all but one lobe,Feb 2017,Mar 15 2020,6,0,
7767,NEW Black diamond Z4 ,8,1,i imagine it probably would have inverted if he fell on it since they’re not rated for passive placements,Feb 2017,Mar 15 2020,6,1,
7768,NEW Black diamond Z4 ,8,1,(but i have no idea really.) that and the price are the only pluses i see for the z4 over totems~ and the smallest sizes of course,Feb 2017,Mar 15 2020,6,1,
7769,NEW Black diamond Z4 ,8,1,here’s some photos,Feb 2017,Mar 15 2020,6,1,
7770,NEW Black diamond Z4 ,8,1,and yes i’m an uber gumby~ so no need to listen to me haha.,Feb 2017,Mar 15 2020,6,1,
7771,NEW Black diamond Z4 ,8,2,would totally whip on that but tbh it looks like you got better contact with the z4 because you flipped the lobes,Jun 2016,Mar 15 2020,8,1,
7772,NEW Black diamond Z4 ,8,3,would totally whip on that but tbh it looks like you got better contact with the z4 because you flipped the lobes  yeah you’re right,Feb 2017,Mar 15 2020,0,1,
7773,NEW Black diamond Z4 ,8,3,i noticed that after but forgot to try the c4 again flipped,Feb 2017,Mar 15 2020,0,1,
7774,NEW Black diamond Z4 ,8,3,i was eating breakfast with one hand while doing this~ so didn’t put that much effort in~ sorry lol.,Feb 2017,Mar 15 2020,0,1,
7775,NEW Black diamond Z4 ,8,4,i fell on an 0.5 z4 today,Mar 2012,Mar 15 2020,7,1,
7776,NEW Black diamond Z4 ,8,4,i was liebacking in wingate and peeled off as i was clipping the next piece,Mar 2012,Mar 15 2020,7,1,
7777,NEW Black diamond Z4 ,8,4,fifteen feet total,Mar 2012,Mar 15 2020,7,1,
7778,NEW Black diamond Z4 ,8,4,the cam held just fine and dug into the inside of the crack a bit,Mar 2012,Mar 15 2020,7,0,
