,text,1
3408,But there's the TX3~ TX4~ etc that are much more durable if that's what you want,1
3409,I didn't have bad durability issues with the old 5.10 tennie~ but the TX2 just fits better for climbin'~ as it's a much more low profile~ sensitive shoe,1
3410,When I use to work at the Yosemite Mountaineering School~ it wasn’t uncommon to see other guides get approach shoes resoled with C4 climbing shoe rubber,1
3411,It was usually just the front 1/3 of the shoe,1
3412,Made sense for the use case there where it wasn’t uncommon to guide 5.9/5.10 terrain in approach shoes,1
3413,I never opted for C4 as the dot tread was plenty sticky enough for me,1
3414,Though honestly I only used a couple pairs of 5.10’s as they always fell apart on me so I switched to sportivas,1
3415,I did a lot of climbing in the old Exum Ridges,1
3416,Rubber was mediocre but good enough I could still do Serenity to Sons in them,1
3417,These days I have 4 different pairs in the TX line depending on the route,1
3418,Overall I haven’t been super impressed with the tx2 or tx3,1
3419,I’ve completely blown them apart in a few months,1
3420,The mesh just doesn’t seem to last for me,1
3421,I’ve had much better luck with the Tx4,1
3422,One of the best all around approach shoes I’ve ever used,1
3423,I’ve also spend a lot of time the Tx4 mids,1
3424,They aren’t amazing but pretty good when a higher top is required.,1
3425,The Sierra is full of talus crud chutes,1
3426,If you're like me~ you will value durability above all else,1
3427,For this reason~ I would like to take the opportunity to rag on the 5.10 guide tennies,1
3428,I've blown them apart in just a few trips before,1
3429,Yes they climb well~ but you can climb fun class 4 / easy 5th routes in just about anything,1
3430,"These days I'm rocking a PAIR OF BOOTS! The Sportiva ""TX5 GTX"" As Mikey and Long Ranger note~ the cool thing about Sportiva is there is a whole continuous spectrum of shoes available depending on how burly you need them to be",1
3431,You might be able to get a flexible strap-on crampon on the TX5s although I haven't tried it,1
3432,Generally if you put a crampon on an approach shoe you're gonna have a bad time.,1
3433,I ll settle your la sportiva debate once and for all (just kidd...) I m just back from 2 different easy sport  multipitches with a newbie~ 8 pitches each and max grad .10a and I was rocking (pun intended...) my scarpa Mescalito from the car to the car and it felt great like it always does when I use those  shoes,1
3434,Here~ done~ debate is over ;) ps: you do have to use you arms more...,1
3435,Any sasquatch's out there that can recommend approach shoes in size 14 (48 euro)?,1
3436,My go to shoe would have to be the 5.10 guide tennie,1
3437,It is the most comfortable shoe I have gotten for approaches~ and hiking,1
3438,I have abused it and find that it is good for about 100-150 miles of extreme use (I.E hiking the grand canyon~ class 4 approaches~ hiking across the Ut desert and on LLC approches~ ect.),1
3439,The biggest downside is that this shoe is not waterproof~ so if that isn't an issue for you then I would say 100% get this shoe,1
3440,I prefer crocs,1
3441,Cheap~  good enough~ and effective prophylaxis.,1
3442,The Tx4 would be my choice,1
3443,No reason to have waterproof approach shoes for Sierra summer activities,1
3444,As much as I loved 5.10 Guides for a long time the TX4 is an actual progression of the burlier side of approach shoes,1
3445,If you want to put strap crampons on them for snow field romping it'll definitely work,1
3446,The best strap crampons right now are the dynemma cable'd Petzl crampons for when you actually needs crampons (Camp also has similar dynemma linked ones),1
3447,Having that flexible underfoot connection makes them so much more secure underfoot and less sketchy feeling than rigid bar strap crampons,1
3448,My preference is the Irvis Hybrid so you still have the steel front and the lightweight-ness of the dynemma cable and alum rear,1
3449,And they also make awesome lightweight full auto crampons for ski mountaineering,1
3450,Been rocking the grocery outlet flip flops lately! They’re a dollar each and get me to the base of most routes no problem! Almost blew through my first pair after 7 months of approaches in them,1
3451,Already picked up a second pair though~ the price did increase~ they’re now $2 each foot,1
3452,Really like(d) the fit and feel of my TX3s~ but kinda unimpressed with the durability -- I've worn them for around eight months and there are holes in the mesh on both shoes and the tread/soles are almost totally destroyed,1
3453,I wouldn't say I've babied the shoes~ but I wouldn't say I've 100 percent put them through the wringer either ..,1
3454,Maybe that's all I can expect from a $130 retail shoe in 2020?,1
3455,You re pointing something real here,1
3456,Many people take approach shoes for a 15 mins walk on a good trail to the crag...,1
3457,I m afraid that s the price you have to pay for the lightweight version,1
3458,I m afraid that s the price you have to pay for a lightweight version,1
3459,If it's like the TX2 you end up with a hole in the mesh on the outside of your foot right around where the widest part of your foot is,1
3460,I've had luck extending the life of the shoe a lot with some superglue though~ it bonds the mesh back together and holds well,1
3461,I think my next pair of TX2s are going to get pre-emptive superglue both on the thin rubber at the toe~ and on the mesh on the sides where they wear out.,1
3462,I think my next pair of TX2s are going to get pre-emptive superglue both on the thin rubber at the toe~ and on the mesh on the sides where they wear out,1
3463,Consider the leather version,1
3464,And aquaseal in lieu of superglue,1
3465,You can also mix in some climbing rubber dust the local resoler will most likely be happy to give ya for things like patching up the rubber around the toes.,1
3466,After some time in the TX guides..,1
3467,go street size~ don’t size down,1
3468,They are super narrow~ and aren’t as comfortable as other La Sportivas that I’ve worn for long days on your feet,1
3469,I still love them for mud~ climbing~ and everything in between..,1
3470,but damn~ they’re narrow.,1
3471,Scarpa Geckos climb really well,1
3472,For multi day missions I reckon Kailash Lites would be awesome for the Sierra,1
3473,Highly breathable and supportive.,1
3474,Looking for an honest opinion from those smarter and better then me at this,1
3475,I have been out of climbing for a couple of years due to my job but soon will be able to start again,1
3476,Almost all of my nylon/non-metal gear has aged out and I have replaced it as one should,1
3477,My question is this: I have a 9 year old rope that I have replaced (as my primary climbing rope),1
3478,This older rope has some signs of usage but no major damage (no flattening~ cuts~ excessive fuzz~ major discoloration ect...),1
3479,It has been stored in a rope bag and although moved around a lot~ kept in a dry container,1
3480,What are everyone's thoughts on using this rope as the other rope in a double rope rappel? The person who taught me how to climb thinks it's not a problem since it won't really be dynamically loaded and shows no damage,1
3481,In a ideal world I would just buy another $220 rope but these things aren't cheap,1
3482,Thanks for your insight.,1
3483,Your fine~ use it,1
3484,I’d lead on it from your description,1
3485,Check out @hownottohighline on YouTube   He does some load tests with older ropes that’ll inspire some confidence in your gear,1
3486,Totally fine.,1
3487,You have to make your own judgment about whether any particular rope is safe to lead on,1
3488,However~ something to consider about bringing a rope you wouldn't lead on is that you are giving up some of the advantage of having two ropes (i.e,1
3489,having a backup in case of rock-fall~ rope-stuck~ swinging leads in a party of three~ etc),1
3490,Another thing to consider is if you wouldn't lead on it~ maybe you shouldn't rescue with it either (i.e,1
3491,haul a human using mechanical advantage)~ or loan it out to someone who might lead on it,1
3492,None of those things are disqualifying~ just worthy (IMO) of consideration,1
3493,"  I think they are probably immaterial in a single-pitch TR situation~ which is why I think of my ropes as ""fine"" or ""TR only"" but I don't keep any in the category of ""rap only"" (other than special-purpose rap cords~ which are obviously a different thing...).",1
3494,Just as a reference point:  had a 20 yr old rope (11mm Mammut) that had been used hard and beat to shit~ held lead falls~ etc,1
3495,retired it and used it for lead fall tests (lost track of how many),1
3496,then roofing and general purpose rope use~ stored carelessly (sometimes on garage floor) then at 25 yrs old re-tested with 5x FF1 lead falls...all held,1
3497,I finally said “Fuck it~ this rope won’t die” and went back to leading on it again,1
3498,(J/k),1
3499,No problem....it is only a gravity load,1
3500,There likely will be people climbing next to you on older ropes,1
3501,Not that they should~ but they do as no one keeps their rope log up to date,1
3502,Rap on brother!,1
3503,Was using a 20 year old rope just a few days ago for some toproping on the seaside cliffs,1
3504,The time to retire the cord maybe when you have problems rapelling because the sheath and core move at a different rate which causes the sheath to bunch up around the core(which was happening),1
3505,I'd still whip all over that rope though~ it just made rappelling a bit sketchy.,1
3506,I will keep using an aged but good condition rope until it gets in my head,1
3507,As soon as I realize I’m “thinking about” wether the rope is solid~ I weave it into a floor mat,1
3508,You are probably good to go with your description,1
3509,Body weight only loads~ even with bouncing around~ are pretty low,1
3510,It's fine,1
3511,You also don't need to pay $220 for a decent rope.,1
3512,If you have any doubts at all you should..,1
3513,...not really~ it's fine.,1
3514,I side with this guy.youtube.com/watch?v=SqUSEXe…;list=PLne435yhSICcA3-wGJ5Arx5furwMUUT89&index=5,1
3515,I wouldn’t want to rap “off” a new rope OR an old rope,1
3516,Tie knots in the end if you have any doubts,1
3517,(Sorry~ couldn’t resist..,1
3518,the unrealized and demented English major in me.),1
3519,On a serious note~ the video that Brandon linked just above was quite interesting and worth a view (9 minutes long or so),1
3520,The guy is doing some pretty clever things in his garage,1
3521,One thing that wasn’t completely clear~ though~ was what his conclusions were about top roping,1
3522,Can someone clarify? Also~ if Rgold and/or Jim Titt (et al~ with testing experience) could weigh in on this guy‘s methodology and conclusions~ that would be a bonus,1
3523,At 6’8” and 225 lbs~ you may be putting more stress on a rope than the average climber~ but I’m confident that rope will still be fine!,1
3524,He has another video with more information:https://www.youtube.com/watch?v=975rkB2JDz8,1
3525,Old ropes~ just like old Soldiers~ never die...,1
3526,they do get turned into rugs,1
3527," Old Army ""greenline""",1
3528,Thanks~ Brandon,1
3529,OK~ I see now that~ in his worst case scenario~ he is talking about what he calls “permanent top ropes” like what you might find hanging in a gym,1
3530,I did notice~ though~ that the machine he built to simulate cycling a top rope through an anchor carabiner only used a very short section of rope (maybe one meter?) and was constantly weighted to 80kg,1
3531,I’m thinking this kind of abuse would not be so narrowly focused in real life—that is~ it would be spread throughout much of the rope length,1
3532,Still~ his surprising results are worth some consideration..,1
3533,I’ll probably retire my very well-used gym rope just in case,1
3534,Another interesting point: the huge difference (to the better) with what I think is unicore technology in the durability of the rope in these kinds of “permanent top rope” scenarios,1
3535,Maybe it’s thread drift~ but I’d love to hear what other experienced testers think.,1
3536,You have come to the wrong place~ my friend.,1
3537,I've seen tests of old nylon,1
3538,It's still very strong,1
3539,I'm not concerned at all about rapping on a 9 year old rope (if stored properly),1
3540,I also use 9 year old ropes for top roping,1
3541,Lead climbing is different because it's not just strength~ it's elasticity you want to safely catch a lead fall,1
3542,Elasticity lessens over time~ so I wouldn't lead on 9 year old rope normally~ but in an emergency (main lead line got chopped) I'd do it if needed,1
3543," Old Army ""greenline"" haven’t had the heart to take mine “out of service” so to speak",1
3544,Ready to answer that call for tactical climbs,1
3545,BD did some drop (dynamic load) tests on decades old rope and said that the old rope was indistinguishable from new.,1
3546,He has another video with more information:https://www.youtube.com/watch?v=975rkB2JDz8 Wow that was pretty damn interesting,1
3547,I am amazed that the unicore rope (might be a Beal Top Gun?) was that much more durable than the others!,1
3548,A lead rope isn't worn out when it might break~ it's worn out when it's stiff~ won't absorb impact,1
3549,An undamaged rope is toast for leading long before it will break under factor two falls,1
3550,But if you take a factor two fall on a rope which is on its way to becoming static? I took a lead fall on a vertical route in Josh - a bit longish but protected by a bolt - climbing on a perfectly good looking~ but played out rope,1
3551,The sprained back took me out of the game for three months,1
3552,That was no where near factor two~ I was fifty feet above my belayer and fell about 15.,1
3553,BD did some drop (dynamic load) tests on decades old rope and said that the old rope was indistinguishable from new,1
3554,Its been tested from here to the south pole,1
3555,Its all good man! It might suck for belaying and rappelling but I trust it,1
3556,Mostly.,1
3557,Agree 100%~ good point to emphasize,1
3558,I was more focused on his concern for rappelling.,1
3559,My 2 year old grigri+ has malfunctioned a couple of times in the past months,1
3560,When rappelling with it~ it feels as if the anti-panic function is engaged and I have to pull the lever back all the way to lower,1
3561,I can't un-engage the anti-panic function,1
3562,This first happened a couple of months ago~ and after taking the grigri off of the rope~ opening and inspecting it~ then reinstalling it onto the rope~ it worked fine,1
3563,It happened again yesterday and I've been unable to get it to work properly since,1
3564,Already contacted Petzl and waiting for a reply,1
3565,Anyone else experienced something similar?,1
3566,Just gonna throw it out there~ what diameter rope are you using?,1
3567,>I've been unable to get it to work properly since Can you grab a picture of the inside of the handle~ if it's still funky?,1
3568,I have always ended up griping and groaning when a GriGri+ floats its way into my hands,1
3569,I use the New grigri or a grigri2 normally and the mechanics of them seem to be much more simplistic~ and I've never had an issue with those models,1
3570,Gris suck,1
3571,Get used to it.,1
3572,Sounds like the metal piece the lever engages against isn't springing back when you let the lever down all the way to me,1
3573,Maybe it's full of dirt and needs a cleaning? Edit: Haven't had mine totally lock up~ but seeing how it works that's my hunch if it's stuck in anti-panic mode,1
3574,Mine has worked flawlessly for the 1+ year I've had it so far.,1
3575,Jeff Luton wrote:Just gonna throw it out there~ what diameter rope are you using?,1
3576,What's everyone go-to for an all around flatiron climbing/scrambling shoe? Something that's great for the approach~ climb and descent,1
3577,I've been rocking the TX Guides which are great~ but was wondering what everyone else is using.,1
3578,Salewa Firetail 3,1
3579,I've been through a lot of different approach shoes and these have held up longer than anything else and can climb really well,1
3580,You'll find a spectrum of what people like to use,1
3581,I personally usually use a pair of trail runners~ and a pair of tightly fitting approach shoes - I like the trailrunners because I do a lot of running before/after; a like the fit of the approach shoes for better performance,1
3582,I'm not sure if there's One True Shoe~ really - just compromises,1
3583,If you get minimal with the approach shoe~ the rest of the hike won't be as comfortable,1
3584,Just got the Sportiva TC Guides and have really liked them for both the run and the scramble (as opposed to the other TX models~ which miss the mark),1
3585,They're head-and-shoulders better than the (embarrassingly high number) of other approach/scrambling shoes I have,1
3586,Most of the serious folks I know resole slightly tight running shoes with sticky rubber,1
3587,5.10~ Scarpa~ and now BD also make approach shoes (maybe Adidas too?)--get ones with the most amount of forefoot and heel padding for running the approach/descent,1
3588,Saucony running shoes?,1
3589,Only if attempting onsight 5.13 free solo,1
3590,I like the 5.10 Guide tennie~ it has super sticky  stealth rubber which is really nice on the slabby approaches~ and I have put them through the ringer in every type of environment from hiking rim to rim grand canyon to rain forests in New Zealand,1
3591,They tend to last me for about 100-120 miles per pair before needing to be replaced and they are a little cheaper (like $90-100 if I remember right) than some other approach shoes,1
3592,The biggest down side is they aren't super water proof - or water proof like at all,1
3593,Something I like about the black diamonds (and to some extent mastercams) is the ability to manipulate individual lobes with a nut tool to get a stuck piece out,1
3594,This has led to some pretty good booty so far,1
3595,I'm thinking about replacing my trusty blue #1 mastercams with the black totem~ particularly since I've enjoyed the single set of larger sizes,1
3596,I did run into a nearly new black totem that was stuck in a crack~ and I even went back to spend a second 20 minutes on it the next morning,1
3597,I had zero luck getting any of the lobes to move and it seemed part of it was having zero space to move the lobes~ since the totem heads are a mess of thick wires,1
3598,1) Does anyone have any tips for getting a stuck totem out? (The one I was talking about was 2 years ago~ so I doubt it's still there.) 2) Does anyone find that the black totem is more prone to getting stuck? (Yes I know~ place better gear,1
3599,But sometimes it happens and maybe my follower is not as skilled at retrieval.),1
3600,I havn't had issues~ but it's likely because you learn to place totems differently than SLCDs~ you shouldnt be overcamming them to the point where you would be with other cams.,1
3601,I find they get stuck less,1
3602,Where is this black totem? Asking for a friend,1
3603,I feel like the UL Mastercams are easier to get stuck than the black totem~ myself,1
3604,At full retraction~ I think the Totem lobes are narrower than the bar thing behind them even.,1
3605,I place black and blue totems all the time and have never had one stuck,1
3606,Can't say that about small sized BD cams for sure,1
3607,Totems feel like they bite the rock better and it,1
3608,an be a little harder to manipulate them because of a lack of rigid stem (the lack of which is their biggest strength) but the biggest contributor to totems getting stuck is likely to be inexperience with them,1
3609,The shape of totem lobes is different than other cams and consequently what the lobes look like when completely cammed looks different than other cams,1
3610,If you try to place totems where the lobes visually look like other cams you are more likely to get them stuck,1
3611,Picture below shows side by side comparison between a fully cammed totem and a fully cammed C4 (larger size used for visual but applies to all sizes),1
3612,I think there's something to Ryan's theory -- the squared off lobes hit more crystals/deformations in some circumstances~ and the flex in the stem makes them a little harder to micro wiggle,1
3613,As others have said~ Totems are usually easier to get out but when they're stuck they tend to be really really stuck,1
3614,I think part of this is due to how easy it is to fully retract the cam lobes - this is a good thing and usually makes them easier to get out~ but when they're super stuck you don't have an extra couple mm to work with / force via a nut tool,1
3615,I've bootied a couple of smaller totems now including a yellow that was surprisingly hard to remove from what looked like a straightforward jammed placement (I don't think a bd would have gotten stuck in the same way)~ plus I've failed on a green that just wouldn't budge.,1
3616,Did you try on that green one stuck on leanie meanie? Someone got it out!,1
3617,For that yellow totem~ were 1 or more cam lobes still able to wiggle with either trigger or nut tool?,1
3618,Did you try on that green one stuck on leanie meanie? Someone got it out! Yep!,1
3619,I got a black totem stuck on Mordor Wall on Cathedral Ledge in NH,1
3620,Was aid soloing and couldn’t get it to budge cleaning the first pitch,1
3621,It was on a small traverse and the angle was wrong to back clean it well,1
3622,I was rushing because I had to make it home to pick up my kids three hours away! Best part was a woman I had messaged a little with here about aid climbing up there got it out after I told her I had fixed it and she mailed it back,1
3623,She only allowed me to pay the $7.95 shipping,1
3624,Pretty awesome,1
3625,Good morning I am a fairly new sport climber with a question about belaying from the top,1
3626,There are a few wonderful routes at the Obed in TN that have a wonderful view at the top and a really nice ledge to stand on while cleaning and such,1
3627,I am wanting to start learning multi pitch SPORT climbing by working on bringing up a second on a single pitch,1
3628,Not ready for trad yet,1
3629,Belaying from the top seems pretty intuitive but I want to be damn sure I am ready for all the strange occurrences that can happen,1
3630,Building anchors are so very case dependent~ and I don’t really want to discuss them hear (but the quad anchor is what I will most likely build),1
3631,QUESTION: lowering a climbing from above,1
3632,I have seen many different and fairly complicated methods,1
3633,The DMM pivot seems to make things very streamlined,1
3634,Is this really as simple and SAFE as it seems?https://vimeo.com/101652072 ​Thanks!!,1
3635,If your goal is to practice for multipitch~ I’d recommend rappelling the route instead of lowering the second,1
3636,Lowering another climber is something I almost never do on multipitch routes but transitioning from your anchor to a rappel is pretty common.,1
3637," I'd be hesitant to use guide mode when belaying from above on a typical Obed roof (as a ""fairly new sport climber"")",1
3638,What's your plan if your 2nd falls in the roof?,1
3639,That is the whole point of my question,1
3640,It looks like the DMM pivot makes lowering pretty simple,1
3641,It does not appear that I need to rig up slings to flip the ATC,1
3642,I would still think a prusik on my end would be needed however,1
3643,Good point,1
3644,I am very comfortable with that (I was an arborist for 9 years~ self belaying and rigging was done on the daily).,1
3645,Yeah~ it would definitely be better than a lot of comparable devices,1
3646,I'd still be hesitant (depending on the route) as it's an extra complication and sometimes communication can be tricky around a roof or bulge.,1
3647,I have considered that for sure,1
3648,I could then use a grigri,1
3649,My concern with that was:,1
3650,The biggest factors for me in deciding how I am going to belay from the top are # 1,1
3651,partners competence and secondly but still very important~ anchor location in relation to belay stance,1
3652,Super helpful to situate the master point above you when belaying in guide mode and always important to reduce friction as much as you can in guide mode,1
3653,Taking up slack can be a bit nuanced when in guide mode~ I like to have a hand occasionally  on the climbers strand to monitor the slack situation.Overhangs and belays back from the edge are good candidates for not using guide mode in most cases.,1
3654,I use a grigri to belay from the top 99% of the time for both sport and trad multipitch,1
3655,It’s SO simple and worth the money,1
3656,Slap it onto your anchor and pull the rope,1
3657,Lowering is easy as well as you redirect the brake-strand rope and  pull the lever,1
3658,Otherwise~ I belay with an ATC from my harness and redirect the rope,1
3659,However~ if you’re getting into multipitch~ I would bring your second up then rappel down rather than lowering,1
3660,It’s also nice to just get your second up and sit on the cliffside together,1
3661,That’s the best part of climbing taller stuff.,1
3662,You might want to edit your comment to mention that you need to redirect the brake strand before lowering,1
3663,You don’t *just* pull the lever,1
3664,Put your gri gri on the anchor to belay,1
3665,Be aware that the camming action could be compromised if the device gets jammed against the rock by the weight of a climber on the rope,1
3666,If you need to lower~ it is much easier,1
3667,I'd still recommend a friction knot on the brake side of the rope just in case~ or a big stopper knot tied in the brake side a few feet away.,1
3668,Thanks!!,1
3669,Yikes~ thank you !!,1
3670,I have considered that for sure,1
3671,My concern with that was: 1,1
3672,not an issue~ not enough force to be worried about,1
3673,Thanks!! I’ve never had a problem with this,1
3674,Make sure the masterpoint of the anchor is far enough away from the wall so that it doesn’t have the opportunity to jam,1
3675,Go indirect (with a clove hitch in the rope)~ and kind of weight the anchor so it gets pulled away from the wall if you can,1
3676,My concern with that was: Clip the gri-gri to the anchor~ don't fuss around with a re-direct,1
3677,Test the action on the cam to make sure there are no obstacles trapping it shut,1
3678,Now you're good to go.,1
3679,My concern with that was: If it's a modern bolted anchor I wouldn't consider 1 to be a serious concern (really I wouldn't stress about it on almost any anchor except for some kind of sketchy tied off rhodo nest),1
3680,And personally I don't stress about 2,1
3681,that much,1
3682,Plus~ as it's a single pitch climb you are talking about~ you can just lower off the second and consider the belay effectively escaped,1
3683,For 3~ I wouldn't worry too much either unless the difference is really dramatic,1
3684,Especially if a roof is in play~ the friction on the rope is going to add a lot of resistance,1
3685,But if it is a concern~ you can just hang the GriGri on the anchor directly~ as others have alluded to (I don't use a GriGri often so I won't presume to speak to nuances with that method).,1
3686,Said it once here on MP~ and I’ll say it again,1
3687,OP I think attempting to follow the information from an online forum is an accident waiting to happen,1
3688,I’d consider hiring a guide so you know you can do it correctly,1
3689,It’s not worth hurting yourself or your partner,1
3690,You might learn some other awesome skills in the process,1
3691,Stay Safe,1
3692,Best~ - R,1
3693,Thanks everyone!!,1
3694,100%! I like to learn as much as I can before I hire a guide so that I can ask relevant questions and get the most out of the time together,1
3695,I concur~ but you don't need a guide~ you just need someone who can show you in person.,1
3696,If you can position yourself such that the anchor bolts are even slightly above you~ you can build an identical configuration to a toprope,1
3697,That will be the most familiar and safest way to belay and lower a second from the top.,1
3698,If you are belaying directly off the anchor with a grigri~ or Atc type in guide mode~ you do not need to be able to escape the belay~ because you are not directly attached to it.,1
3699,You're not going to be belaying from the top on any of the Obed roof climbs,1
3700,Probably more likely best seat~ spawn~ or something similar,1
3701,I'd use a grigri off the anchor to belay that way,1
3702,Just do a weighted LSD lower~ I’ll find you a video,1
3703,OP here: Spawn is exactly the route I had I mind,1
3704,Did you helped to check the link to the DMM pivot that I attached in my original question?,1
3705,Right~ my original question was about lowering a climber should something happen,1
3706," Lowering a climber from above with a plaquette-style device in plaquette mode (aka ""something like the Pivot"") is always a horror show~ and these devices have well-documented catastrophic failure criteria that are difficult to understand and conceptualize",1
3707,"Read this as: ""There's a good chance you'll do something minor that immediately turns the device into a pulley and kills your friend."" While it can certainly be done somewhat safely by a person with training~ know-how~ practice~ and a prusik backup~ the majority of folks just avoid it in favor of other techniques --- especially because even when you do it ""safely~"" it doesn't end up being particularly smooth at all",1
3708,I exclusively use a redirected GRIGRI for this application: petzl.com/US/en/Sport/Lower…  Again~ it can be done,1
3709,But since you asked...don't do it,1
3710," Lowering a climber with a grigri in ""guide mode"" is exactly the same as lowering a climber with a grigri not in guide mode",1
3711,Alternatively~ you belay off your harness with a redirect through the anchor~ and save yourself the trouble of it all,1
3712,In thousands of climbs I've lowered a climber to rework a move~ or get to a good starting point after a fall~ many times,1
3713,I've never needed to lower a climber to the bottom of a pitch and never needed to escape the belay,1
3714,Although it's good to have a plan in mind if things go wrong~ you should setup your system towards the most likely scenarios,1
3715,Guide mode is an advanced use of the device,1
3716,IMO you should learn and master the normal way to belay from your waist with a redirect before considering guide mode,1
3717,Lowering in guide mode is more complex and risky,1
3718,If you feel you must use guide mode~ as mentioned use a grigri,1
3719,Almost doubling to force on an anchor for top roping (basically what's happening with a redirect to the second) is not a problem,1
3720,When you lead you if you take a lead fall you could take a high fall factor fall onto a single piece with the almost doubling~ and it's within the limits of the system,1
3721,For a correctly built multipiece anchor with top rope falls~ it's a non issue,1
3722,Escaping the belay is extremely rare,1
3723,In most cases as a beginner you are better off calling for a rescue and letting the professionals help~ instead of trying to escape the belay and making things worse,1
3724,As mentioned just lower your partner to the ground,1
3725,If your partner is heavier than you place a piece by your feet~ with a tether to your belay loop~ that holds you down,1
3726,You will need to learn this skill for belaying a leader that's heavier than you anyway,1
3727,Learn and practice the basics before moving on to more advanced techniques.,1
3728,No it's not~ don't spread this dangerous misinformation,1
3729,The friction over the lip~ which is hard to maintain with the device pointing down~ is a key part of the GriGri's function,1
3730,To get this back~ you need a redirect~ see here or here,1
3731,Note how in the second video she's using a carabiner made by Petzl specifically for this purpose,1
3732,You don't need that carabiner but it's strongly recommended that you use a redirect~ and it's mandatory if you're any sort of guide.,1
3733,No it's not~ don't spread this dangerous misinformation,1
3734,You don't need that carabiner but it's strongly recommended that you use a redirect~ and it's mandatory if you're any sort of guide,1
3735,TRUE,1
3736,You have much less friction lowering from the top (for a direct belay) than you do lowering from the ground,1
3737,Redirect is safer and gives better control.,1
3738,Banshee with a Munter hitch.,1
3739,Here's a video on belaying from the top with a Grigri:youtube.com/watch?v=F_f61vU…  As mentioned earlier in this thread~ you don't need a fancy and expensive Freino biner,1
3740,Any properly sized and positioned re-direct is sufficient,1
3741,I promise that once you go to Grigri for top belay and multi-pitch~ you'll never go back,1
3742,It gives so much less friction compared to a plate device in guide mode~ which means it's waaay less tiring to pull in rope,1
3743,In terms of pure energy expenditure~ the efficiency gained here totally offsets the weight of the device,1
3744,And that's before even considering the functional benefits of lowering a follower~ setting up a haul~ belaying a leader with assisted braking~ etc,1
3745,I used to think the Grigri was only for single pitch sport climbing~ but now I've seen the light and I'm a believer,1
3746,Mule hitch added to Munter for hands free~ (escape~ lunch etc) Autoblock for backup on lowering with Munter.youtube.com/watch?v=FMtt0K4…,1
3747,In a scenario with multipitch routes over big roofs~ especially if there is any traversing angle to the route~ a very useful thing is for the second to have a microascender or prussik and know how to ascend the rope,1
3748,You can't alway guarantee that a lower will bring your second back to the lower belay station~ esp since they have removed gear between the lower anchor and themselves,1
3749,They could end up in space or having to pendulum sideways to reach the anchor again,1
3750,"  If you are lowering them to the the ground~ yes~ you can usually lower them to the ground~ but even this is not always guaranteed~ routes that start on ledges with ground falling away from one side or the other is one scenario where a lower to the ""ground"" can still end with the second in a dicey situation.",1
3751,The friction over the lip~ which is hard to maintain with the device pointing down~ is a key part of the GriGri's function,1
3752,It's not a key part of the GriGri's function,1
3753,Obviously you should try to have the friction over the lip while using it~ but it works just fine without it,1
3754,It's more tricky to control the lower~ certainly~ but the cam still engages just fine even on thin ropes,1
3755,Either way~ you're not wrong~ it's best to redirect the brake strand over the lip,1
3756,It's not a key part of the GriGri's function,1
3757,The manufacturer's instructions say that a redirect should be used when lowering.,1
3758,OP here~ this looks like the ticket for sure! It just seems so simple that I got a bit concerned..,1
3759,I want to be sure that I have all my bases covered before I try anything like this,1
3760,For sure it would be on a route both of us know well,1
3761,I,1
3762,I Do you know Audie of the ETCC? He's always out and about in the Obed and loves teaching/helping people including new climbers,1
3763,Shoot him a message and he might be down to meet up,1
3764,For anyone who feels the need to post basic belaying/rappelling/protection placing questions~ where the answers could put someone's life at risk~ the easy answer is hire a certified guide,1
3765,Mountain Project comments can be helpful or less than helpful.The problem is that Newbie OPs are rarely in a position to know the difference.,1
3766,Send me a message,1
3767,I could get out and show you the ropes as they say,1
3768,I live in the region and could use an excuse to get outside,1
3769,I concur~ but you don't need a guide~ you just need someone who can show you in person,1
3770,That's true~ but when you're new~ it can be hard to discern the knowledgeable from those talking out of their asses,1
3771,I'm sure many of us here have seen someone acting and sounding like an expert when he doesn't actually know jack shit,1
3772,For a newbie wanted to learn a specific skill~ I think a guide is best if it's in the budget,1
3773,Any legit guide has some certifications showing he knows (or should know) what he's doing.,1
3774,OP~ I typically belay from above with an ATC in guide mode only if there are two followers or I'm pretty damn sure my follower won't need to be lowered,1
3775,In the latter case~ I still prefer a Grigri or other ABD like a Lifeguard or a Birdie,1
3776,On multi-pitch~ I almost always carry both an ATC and a Grigri,1
3777,The extra weight and space are really not big deals,1
3778,The more you use a Grigri~ the more you learn what a valuable and versatile tool it is.,1
3779,Do you know Audie of the ETCC? He's always out and about in the Obed and loves teaching/helping people including new climbers,1
3780,I don’t,1
3781,But I will find him and reach out,1
3782,I tie off with a clove hitch and a locking biner a few feet (at least an arm and a half if the climb allows) below the anchor~ and then redirect the rope from the anchor and belay them just like I would do a normal top rope belay from the bottom,1
3783,My climbing partner is significantly heavier than me~ and I have never had a problem when he falls with getting sucked into the redirect.,1
3784,The number of people that use a redirect off the anchor for a second is somewhat shocking to me and reflects the lack of experience of the posters~ imo,1
3785,This guarantees that the belayer will be pulled off their stance if a heavier climber falls below them crashing them into the anchor and potentially compromising the belay,1
3786,Doubt this? Have someone surprise place 200# in your hands and see how it turns out,1
3787,The way to bring up the second is either with the device on the anchor itself (GriGri or Guide Mode) or~ if using a GG or standard tube then belay off of the rope loop formed by your harness tie in and let the anchor take all the weight this way,1
